term,cur,prev,diff,ma7,z_like,total
로운,6,0,6,0.857,2.67,6
탁류,6,0,6,0.857,2.67,6
박서함,5,0,5,0.714,2.323,5
디즈니,4,0,4,0.571,1.953,4
전자,5,3,2,1.143,1.864,8
애플,6,3,3,1.714,1.856,15
23일,3,0,3,0.429,1.554,3
교류의,3,0,3,0.429,1.554,3
리더,3,0,3,0.429,1.554,3
매립,3,0,3,0.429,1.554,3
배터리,3,0,3,0.429,1.554,3
사극,3,0,3,0.429,1.554,3
신예은,3,0,3,0.429,1.554,3
인증,3,0,3,0.429,1.554,6
자리에,3,0,3,0.429,1.554,3
제로,3,0,3,0.429,1.554,3
폐기물,3,0,3,0.429,1.554,3
확장,3,0,3,0.429,1.554,5
한국레노버,3,0,3,0.571,1.383,4
아이폰,4,2,2,1.143,1.381,12
고2,4,4,0,1.143,1.381,8
리전,4,4,0,1.143,1.381,8
아이디어,3,2,1,0.714,1.239,7
최초,3,2,1,0.714,1.239,8
메타,4,0,4,1.429,1.171,11
after,2,0,2,0.286,1.117,3
hbm4,2,0,2,0.286,1.117,8
간담회,2,0,2,0.286,1.117,2
게임,2,0,2,0.286,1.117,4
국제표준,2,0,2,0.286,1.117,2
논란,2,0,2,0.286,1.117,3
다이내믹,2,0,2,0.286,1.117,2
대단지,2,0,2,0.286,1.117,2
디스플레이업계,2,0,2,0.286,1.117,2
뭉쳤다,2,0,2,0.286,1.117,2
발광재료,2,0,2,0.286,1.117,2
번째,2,0,2,0.286,1.117,2
부품주,2,0,2,0.286,1.117,2
수혜,2,0,2,0.286,1.117,2
아이폰18,2,0,2,0.286,1.117,2
아일랜드,2,0,2,0.286,1.117,2
앞둔,2,0,2,0.286,1.117,2
오퀴즈,2,0,2,0.286,1.117,2
온양온천역,2,0,2,0.286,1.117,2
이끌,2,0,2,0.286,1.117,2
입대,2,0,2,0.286,1.117,2
장중,2,0,2,0.286,1.117,4
차별화,2,0,2,0.286,1.117,5
초격차,2,0,2,0.286,1.117,2
판매량,2,0,2,0.286,1.117,2
플래티넘,2,0,2,0.286,1.117,2
화면,2,0,2,0.286,1.117,2
글래스,3,0,3,0.857,1.113,6
가격,2,0,2,0.429,0.95,3
경험,2,0,2,0.429,0.95,3
구매,2,0,2,0.429,0.95,3
사업,2,0,2,0.429,0.95,3
사업장,2,0,2,0.429,0.95,4
콧노래,2,0,2,0.429,0.95,3
훈풍,2,0,2,0.429,0.95,3
kb증권,2,1,1,0.429,0.95,4
촬영,2,1,1,0.429,0.95,3
탑재,2,1,1,0.429,0.95,3
lg디스플레이,4,0,4,1.857,0.907,38
기대감,3,1,2,1.143,0.898,8
차세대,5,3,2,2.714,0.863,26
아이폰17,7,5,2,4.429,0.828,38
출시,8,7,1,5.286,0.823,53
개발자,2,0,2,0.571,0.814,4
선택과,2,0,2,0.571,0.814,4
점유율,2,0,2,0.571,0.814,7
최주선,2,0,2,0.571,0.814,4
너무,2,1,1,0.571,0.814,4
종합,2,1,1,0.571,0.814,5
추진,2,1,1,0.571,0.814,15
폴더블,2,1,1,0.571,0.814,5
노트북,2,2,0,0.571,0.814,10
돌아온,2,2,0,0.571,0.814,5
맥스,2,2,0,0.571,0.814,4
핸드헬드,2,2,0,0.571,0.814,9
휴대용,2,2,0,0.571,0.814,4
시대,4,4,0,2.143,0.754,22
성장,3,0,3,1.429,0.716,12
스마트폰,3,2,1,1.429,0.716,11
유튜버,2,0,2,0.714,0.697,5
주가,2,1,1,0.714,0.697,11
도전,2,2,0,0.714,0.697,5
품질,2,3,-1,0.714,0.697,5
엔비디아,3,2,1,1.571,0.634,14
앞두고,3,6,-3,1.571,0.634,12
1000가구,1,0,1,0.143,0.622,1
100만원,1,0,1,0.143,0.622,1
100억,1,0,1,0.143,0.622,1
10만전자,1,0,1,0.143,0.622,1
110만원,1,0,1,0.143,0.622,1
11시,1,0,1,0.143,0.622,1
125년,1,0,1,0.143,0.622,1
14,1,0,1,0.143,0.622,1
16,1,0,1,0.143,0.622,2
165만,1,0,1,0.143,0.622,1
20,1,0,1,0.143,0.622,2
200세대,1,0,1,0.143,0.622,1
2025에서,1,0,1,0.143,0.622,1
2026년형,1,0,1,0.143,0.622,2
20번,1,0,1,0.143,0.622,1
23,1,0,1,0.143,0.622,1
256gb,1,0,1,0.143,0.622,1
25회차,1,0,1,0.143,0.622,1
26,1,0,1,0.143,0.622,1
26일부터,1,0,1,0.143,0.622,1
277만,1,0,1,0.143,0.622,1
28억원,1,0,1,0.143,0.622,1
3434억,1,0,1,0.143,0.622,1
3분기,1,0,1,0.143,0.622,4
3위,1,0,1,0.143,0.622,2
47만,1,0,1,0.143,0.622,1
4년만에,1,0,1,0.143,0.622,1
4주년,1,0,1,0.143,0.622,1
500만,1,0,1,0.143,0.622,1
500원,1,0,1,0.143,0.622,1
52주,1,0,1,0.143,0.622,1
551만,1,0,1,0.143,0.622,1
596만,1,0,1,0.143,0.622,1
60,1,0,1,0.143,0.622,1
600km,1,0,1,0.143,0.622,1
6g,1,0,1,0.143,0.622,1
70대,1,0,1,0.143,0.622,1
7번,1,0,1,0.143,0.622,1
7월,1,0,1,0.143,0.622,1
7호,1,0,1,0.143,0.622,1
84,1,0,1,0.143,0.622,1
8억원,1,0,1,0.143,0.622,1
9만원,1,0,1,0.143,0.622,1
a6,1,0,1,0.143,0.622,1
advance,1,0,1,0.143,0.622,1
against,1,0,1,0.143,0.622,1
amd,1,0,1,0.143,0.622,1
amid,1,0,1,0.143,0.622,1
another,1,0,1,0.143,0.622,1
awd,1,0,1,0.143,0.622,1
bcww,1,0,1,0.143,0.622,1
bnk부산은행,1,0,1,0.143,0.622,1
breaches,1,0,1,0.143,0.622,1
card,1,0,1,0.143,0.622,1
challenges,1,0,1,0.143,0.622,1
confirms,1,0,1,0.143,0.622,1
countermeasures,1,0,1,0.143,0.622,1
crackdown,1,0,1,0.143,0.622,2
cyber,1,0,1,0.143,0.622,1
data,1,0,1,0.143,0.622,1
day,1,0,1,0.143,0.622,1
diego,1,0,1,0.143,0.622,1
diverging,1,0,1,0.143,0.622,1
expands,1,0,1,0.143,0.622,1
fda,1,0,1,0.143,0.622,1
gov,1,0,1,0.143,0.622,1
government,1,0,1,0.143,0.622,1
hack,1,0,1,0.143,0.622,1
hacking,1,0,1,0.143,0.622,1
hybrid,1,0,1,0.143,0.622,1
hyundai,1,0,1,0.143,0.622,1
ios,1,0,1,0.143,0.622,1
