term,cur,prev,diff,ma7,z_like,total
목표가,6,0,6,1.429,2.082,12
10배,3,0,3,0.429,1.554,3
가민,3,0,3,0.429,1.554,3
국제표준,3,0,3,0.429,1.554,3
급증,3,0,3,0.429,1.554,4
스트레처블,3,0,3,0.429,1.554,3
알피바이오,3,0,3,0.429,1.554,3
애사비,3,0,3,0.429,1.554,3
화면,3,0,3,0.429,1.554,3
메타,5,0,5,1.571,1.521,12
글래스,4,0,4,1.0,1.5,7
생산량,3,1,2,0.571,1.383,4
탑재,3,1,2,0.571,1.383,4
kt,5,1,4,2.0,1.243,14
더벨,3,1,2,0.714,1.239,6
300만,2,0,2,0.286,1.117,2
3d,2,0,2,0.286,1.117,2
3분기,2,0,2,0.286,1.117,5
after,2,0,2,0.286,1.117,3
hbm4,2,0,2,0.286,1.117,8
sk리츠,2,0,2,0.286,1.117,2
같아,2,0,2,0.286,1.117,2
경신,2,0,2,0.286,1.117,8
김숙,2,0,2,0.286,1.117,2
다이내믹,2,0,2,0.286,1.117,2
디스플레이업계,2,0,2,0.286,1.117,2
리츠,2,0,2,0.286,1.117,2
매립,2,0,2,0.286,1.117,2
무안경,2,0,2,0.286,1.117,2
발광재료,2,0,2,0.286,1.117,2
빅데이터,2,0,2,0.286,1.117,3
서울데이터랩,2,0,2,0.286,1.117,2
수혜,2,0,2,0.286,1.117,2
아이폰18,2,0,2,0.286,1.117,2
아일랜드,2,0,2,0.286,1.117,2
윤정수,2,0,2,0.286,1.117,2
의원들,2,0,2,0.286,1.117,2
이노텍,2,0,2,0.286,1.117,2
인증,2,0,2,0.286,1.117,5
제로,2,0,2,0.286,1.117,2
차별화,2,0,2,0.286,1.117,5
초격차,2,0,2,0.286,1.117,2
평판지수,2,0,2,0.286,1.117,2
폐기물,2,0,2,0.286,1.117,2
플래티넘,2,0,2,0.286,1.117,2
현대캐피탈,2,0,2,0.286,1.117,2
스마트폰,4,2,2,1.571,1.078,12
1년,2,0,2,0.429,0.95,3
kb,2,1,1,0.429,0.95,5
kb증권,2,1,1,0.429,0.95,4
가격,2,0,2,0.429,0.95,3
라인,2,0,2,0.429,0.95,4
불러,2,0,2,0.429,0.95,3
사업장,2,0,2,0.429,0.95,4
인도네시아,2,0,2,0.429,0.95,3
콧노래,2,0,2,0.429,0.95,3
함박웃음,2,0,2,0.429,0.95,4
행안위,2,1,1,0.429,0.95,3
중국,3,2,1,1.143,0.898,9
협력사,3,4,-1,1.143,0.898,8
노트북,2,2,0,0.571,0.814,10
맥스,2,2,0,0.571,0.814,4
목표,2,1,1,0.571,0.814,4
선택과,2,0,2,0.571,0.814,4
예고,2,0,2,0.571,0.814,4
점유율,2,0,2,0.571,0.814,7
조기지급,2,2,0,0.571,0.814,4
최주선,2,0,2,0.571,0.814,4
추진,2,1,1,0.571,0.814,15
폴더블,2,1,1,0.571,0.814,5
대금,3,6,-3,1.286,0.803,9
브랜드평판,3,2,1,1.286,0.803,9
애플,3,3,0,1.286,0.803,12
