term,cur,prev,diff,ma7,z_like,total
서밋,13,0,13,2.143,4.407,15
대세화,11,0,11,1.571,4.184,11
선도,8,0,8,1.143,3.314,12
구광모,7,0,7,1.0,3.0,7
손주영,7,0,7,1.0,3.0,7
eu에,6,0,6,0.857,2.67,6
디아즈,6,0,6,0.857,2.67,6
불공정,6,0,6,0.857,2.67,6
삼성과,6,0,6,0.857,2.67,6
시니어,6,0,6,0.857,2.67,6
퀄컴,6,0,6,1.143,2.348,8
김영웅,5,0,5,0.714,2.323,5
리밋,5,0,5,0.714,2.323,5
브레이커스,5,0,5,0.714,2.323,5
시즌,5,0,5,0.714,2.323,5
얼라이언스,5,0,5,0.714,2.323,5
제로,5,0,5,0.714,2.323,5
출범,5,0,5,0.714,2.323,7
타이베이서,5,0,5,0.714,2.323,5
폐기해야,5,0,5,0.714,2.323,5
피지컬ai,5,0,5,0.714,2.323,5
홈런,5,0,5,0.714,2.323,5
최다,5,0,5,0.857,2.151,8
4배,4,0,4,0.571,1.953,4
96,4,0,4,0.571,1.953,4
ap시스템,4,0,4,0.571,1.953,4
ax,4,0,4,0.571,1.953,4
검사,4,0,4,0.571,1.953,4
논의,4,0,4,0.571,1.953,5
대만서,4,0,4,0.571,1.953,4
디지털시장법,4,0,4,0.571,1.953,4
메일,4,0,4,0.571,1.953,4
뱅가드,4,0,4,0.571,1.953,4
사장단,4,0,4,0.571,1.953,4
수비,4,0,4,0.571,1.953,4
신작,4,0,4,0.571,1.953,4
회의,4,0,4,0.571,1.953,6
무한,5,0,5,1.143,1.864,8
공급,4,0,4,0.714,1.781,11
엔씨소프트,4,1,3,0.714,1.781,5
내년,4,0,4,0.857,1.632,11
스냅드래곤,4,0,4,0.857,1.632,6
kt,6,1,5,2.143,1.565,15
3분기,3,0,3,0.429,1.554,6
4년치,3,0,3,0.429,1.554,3
53,3,0,3,0.429,1.554,3
clenox,3,0,3,0.429,1.554,3
가속화,3,0,3,0.429,1.554,4
김헌곤,3,0,3,0.429,1.554,3
넷마블,3,0,3,0.429,1.554,3
단일,3,0,3,0.429,1.554,3
비전옥스,3,0,3,0.429,1.554,3
시급,3,0,3,0.429,1.554,3
시리즈,3,0,3,0.429,1.554,5
우편사업진흥원,3,0,3,0.429,1.554,3
주문,3,0,3,0.429,1.554,4
중대재해,3,0,3,0.429,1.554,3
차별도,3,0,3,0.429,1.554,3
축하헤,3,0,3,0.429,1.554,3
키보드,3,0,3,0.429,1.554,3
타점,3,0,3,0.429,1.554,3
파트너들과,3,0,3,0.429,1.554,3
흑자전환,3,0,3,0.429,1.554,4
메타,5,0,5,1.571,1.521,12
글래스,4,0,4,1.0,1.5,7
2종,3,1,2,0.571,1.383,4
개인정보,3,0,3,0.571,1.383,4
엘리트,3,0,3,0.571,1.383,4
유출,3,0,3,0.571,1.383,4
축하,3,0,3,0.571,1.383,4
탑재,3,1,2,0.571,1.383,4
대상,4,3,1,1.143,1.381,9
아이폰,4,2,2,1.143,1.381,12
협력사,4,4,0,1.286,1.272,9
노트북,3,2,1,0.714,1.239,11
생태계,3,0,3,0.714,1.239,7
아닌,3,1,2,0.714,1.239,6
차량,3,2,1,0.714,1.239,5
14,2,0,2,0.286,1.117,2
15년,2,0,2,0.286,1.117,2
28일,2,0,2,0.286,1.117,3
29일,2,0,2,0.286,1.117,2
3월,2,0,2,0.286,1.117,2
4matic,2,0,2,0.286,1.117,2
4년만에,2,0,2,0.286,1.117,2
after,2,0,2,0.286,1.117,3
amd,2,0,2,0.286,1.117,2
amg,2,0,2,0.286,1.117,2
cbt,2,0,2,0.286,1.117,2
cle,2,0,2,0.286,1.117,2
ela,2,0,2,0.286,1.117,2
esg,2,0,2,0.286,1.117,2
it용,2,0,2,0.286,1.117,2
k70,2,0,2,0.286,1.117,2
