term,cur,prev,diff,ma7,z_like,total
디스플레이,28,0,28,5.0,7.107,44
oled,28,3,25,6.0,6.378,55
사장,14,0,14,2.0,4.971,14
삼성d,15,0,15,2.857,4.514,21
led,11,0,11,1.571,4.184,14
마이크로,11,0,11,1.571,4.184,12
실적,11,0,11,1.714,4.021,13
하반기,11,0,11,1.714,4.021,15
양산,10,0,10,1.429,3.905,10
이청,10,0,10,1.429,3.905,10
lgd,11,0,11,2.0,3.728,15
정철동,9,0,9,1.286,3.615,9
2030년,8,0,8,1.143,3.314,8
스마트워치,8,0,8,1.143,3.314,8
클레녹스,8,0,8,1.143,3.314,8
내년,9,0,9,1.571,3.296,11
체험존,8,0,8,1.286,3.146,9
6세대,9,2,7,1.857,3.023,13
lg디스플레이,7,0,7,1.0,3.0,9
삼성디스플레이,8,1,7,1.429,2.994,21
전망,7,0,7,1.143,2.831,10
운영,8,0,8,1.714,2.722,14
3분기,6,0,6,0.857,2.67,6
clenox,6,0,6,0.857,2.67,6
디스플레이의,6,0,6,0.857,2.67,6
자신감,6,0,6,0.857,2.67,7
특허,6,0,6,0.857,2.67,7
최초,6,0,6,1.0,2.5,9
프리미엄,6,0,6,1.143,2.348,10
윤수영,5,0,5,0.714,2.323,5
전환,5,0,5,0.714,2.323,8
제16회,5,0,5,0.714,2.323,5
lg,10,1,9,3.429,2.304,34
도쿄게임쇼,5,1,4,0.857,2.151,6
흑자,5,0,5,1.0,2.0,7
12억달러,4,0,4,0.571,1.953,4
12억불,4,0,4,0.571,1.953,4
2025서,4,0,4,0.571,1.953,4
6g,4,0,4,0.571,1.953,4
complex,4,0,4,0.571,1.953,4
gv90,4,0,4,0.571,1.953,4
nb,4,0,4,0.571,1.953,4
개선,4,0,4,0.571,1.953,4
롤러블,4,0,4,0.571,1.953,4
류현진,4,0,4,0.571,1.953,4
수장,4,0,4,0.571,1.953,4
수장들,4,0,4,0.571,1.953,4
앞세워,4,0,4,0.571,1.953,4
엔씨,4,0,4,0.571,1.953,4
연간,4,0,4,0.571,1.953,4
윤성빈,4,0,4,0.571,1.953,4
탑재하나,4,0,4,0.571,1.953,4
홈케어,4,0,4,0.571,1.953,4
2분기,4,0,4,0.714,1.781,5
도입,4,0,4,0.714,1.781,5
제네시스,4,0,4,0.714,1.781,8
삼성,10,1,9,4.571,1.73,51
it,4,0,4,0.857,1.632,7
스냅드래곤,4,0,4,0.857,1.632,6
없는,4,0,4,0.857,1.632,7
rgb,3,0,3,0.429,1.554,6
긍정적,3,0,3,0.429,1.554,3
기부,3,0,3,0.429,1.554,3
도쿄게임쇼서,3,0,3,0.429,1.554,3
무실점,3,0,3,0.429,1.554,3
미국,3,0,3,0.429,1.554,7
미래는,3,0,3,0.429,1.554,3
양로원,3,0,3,0.429,1.554,3
의약품,3,0,3,0.429,1.554,3
종합,3,0,3,0.429,1.554,4
쿠팡로지스틱스서비스,3,0,3,0.429,1.554,3
포토,3,0,3,0.429,1.554,3
boe,4,1,3,1.0,1.5,10
만에,3,0,3,0.571,1.383,5
중국,3,0,3,0.571,1.383,7
성장,4,0,4,1.143,1.381,12
최주선,3,0,3,0.714,1.239,5
1b,2,0,2,0.286,1.117,2
2가지,2,0,2,0.286,1.117,2
300,2,0,2,0.286,1.117,2
3617,2,0,2,0.286,1.117,2
5년후,2,0,2,0.286,1.117,2
5배,2,0,2,0.286,1.117,2
6회까지,2,0,2,0.286,1.117,2
8천억,2,0,2,0.286,1.117,2
amaze,2,0,2,0.286,1.117,2
b12,2,0,2,0.286,1.117,2
cto,2,0,2,0.286,1.117,2
md포토,2,0,2,0.286,1.117,2
pin,2,0,2,0.286,1.117,2
shot,2,0,2,0.286,1.117,2
tgs,2,0,2,0.286,1.117,2
z플립7로,2,0,2,0.286,1.117,2
검토,2,0,2,0.286,1.117,3
게임을,2,0,2,0.286,1.117,2
결정적인,2,0,2,0.286,1.117,2
공간,2,0,2,0.286,1.117,2
공식진출,2,0,2,0.286,1.117,2
공장,2,0,2,0.286,1.117,5
규모,2,0,2,0.286,1.117,3
글라스,2,0,2,0.286,1.117,2
급성장,2,0,2,0.286,1.117,2
기술력으로,2,0,2,0.286,1.117,2
기회로,2,0,2,0.286,1.117,2
김현재,2,0,2,0.286,1.117,2
나란히,2,0,2,0.286,1.117,2
달성,2,0,2,0.286,1.117,2
대체할까,2,0,2,0.286,1.117,2
도쿄,2,0,2,0.286,1.117,2
라인에,2,0,2,0.286,1.117,2
런칭,2,0,2,0.286,1.117,2
릴레이,2,0,2,0.286,1.117,2
맞설,2,0,2,0.286,1.117,2
맹주,2,0,2,0.286,1.117,2
먹는,2,0,2,0.286,1.117,2
모빌리티,2,0,2,0.286,1.117,5
몰입,2,0,2,0.286,1.117,2
무기는,2,0,2,0.286,1.117,2
바꿔야할,2,0,2,0.286,1.117,2
번째,2,0,2,0.286,1.117,4
변경,2,0,2,0.286,1.117,3
보조금만,2,0,2,0.286,1.117,2
부사장,2,0,2,0.286,1.117,2
