term,cur,prev,diff,ma7,z_like,total
최고가,6,0,6,0.857,2.67,6
연중,5,0,5,0.714,2.323,5
외국인,3,0,3,0.429,1.554,8
장중,3,0,3,0.429,1.554,5
전자,4,3,1,1.0,1.5,7
최고치,4,0,4,1.0,1.5,7
기대감,4,1,3,1.286,1.272,9
없다,3,2,1,0.714,1.239,5
흥행,4,3,1,1.429,1.171,11
12개,2,0,2,0.286,1.117,3
150건,2,0,2,0.286,1.117,2
23일,2,0,2,0.286,1.117,2
3종,2,0,2,0.286,1.117,2
5주,2,0,2,0.286,1.117,2
6배,2,0,2,0.286,1.117,2
8월까지,2,0,2,0.286,1.117,2
after,2,0,2,0.286,1.117,3
amd,2,0,2,0.286,1.117,2
hbm4,2,0,2,0.286,1.117,8
ios,2,0,2,0.286,1.117,2
lg이노텍,2,0,2,0.286,1.117,2
건강,2,0,2,0.286,1.117,2
경신,2,0,2,0.286,1.117,8
국힘,2,0,2,0.286,1.117,2
남부발전,2,0,2,0.286,1.117,2
다이내믹,2,0,2,0.286,1.117,2
대책,2,0,2,0.286,1.117,2
디스플레이업계,2,0,2,0.286,1.117,2
메뉴,2,0,2,0.286,1.117,2
발광재료,2,0,2,0.286,1.117,2
부품,2,0,2,0.286,1.117,3
부품주,2,0,2,0.286,1.117,2
사직아시아드,2,0,2,0.286,1.117,2
세액공제,2,0,2,0.286,1.117,2
수혜,2,0,2,0.286,1.117,2
아이폰18,2,0,2,0.286,1.117,2
아일랜드,2,0,2,0.286,1.117,2
엔제리너스,2,0,2,0.286,1.117,2
역대,2,0,2,0.286,1.117,2
오빠,2,0,2,0.286,1.117,2
온양온천역,2,0,2,0.286,1.117,2
의원들,2,0,2,0.286,1.117,2
이끈다,2,0,2,0.286,1.117,2
이렇게,2,0,2,0.286,1.117,2
작업중지권,2,0,2,0.286,1.117,2
초격차,2,0,2,0.286,1.117,2
하이브,2,0,2,0.286,1.117,2
현대건설,2,0,2,0.286,1.117,3
화제성,2,0,2,0.286,1.117,2
활활,2,0,2,0.286,1.117,2
흥행에,2,0,2,0.286,1.117,2
힐스테이트,2,0,2,0.286,1.117,2
아이폰,3,2,1,1.0,1.0,11
엔비디아,4,2,2,1.714,0.99,15
kb증권,2,1,1,0.429,0.95,4
개발,2,0,2,0.429,0.95,6
공급,2,0,2,0.429,0.95,9
다른,2,0,2,0.429,0.95,3
라인업,2,0,2,0.429,0.95,6
반전,2,0,2,0.429,0.95,3
분양,2,1,1,0.429,0.95,3
사업,2,0,2,0.429,0.95,3
셀트리온,2,0,2,0.429,0.95,3
업계,2,1,1,0.429,0.95,6
줍줍,2,0,2,0.429,0.95,5
지속,2,1,1,0.429,0.95,9
하이닉스,2,0,2,0.429,0.95,3
필요,3,1,2,1.143,0.898,8
돌파,2,1,1,0.571,0.814,8
맥스,2,2,0,0.571,0.814,4
선택과,2,0,2,0.571,0.814,4
셰프,2,2,0,0.571,0.814,4
없는,2,0,2,0.571,0.814,4
영향,2,2,0,0.571,0.814,6
임윤아,2,2,0,0.571,0.814,4
전체,2,0,2,0.571,0.814,5
최주선,2,0,2,0.571,0.814,4
폭군의,2,2,0,0.571,0.814,4
폴더블,2,1,1,0.571,0.814,5
메타,3,0,3,1.286,0.803,10
속도,3,1,2,1.286,0.803,10
