term,cur,prev,diff,ma7,z_like,total
26일,11,0,11,1.714,4.021,12
디스플레이,22,2,20,7.286,3.978,67
동일하이빌,10,0,10,1.429,3.905,10
아산탕정,10,0,10,1.429,3.905,10
파크레인,10,0,10,1.429,3.905,10
견본주택,9,0,9,1.286,3.615,9
출시,20,7,13,7.0,3.566,65
oled,22,7,15,8.286,3.536,78
파트너,8,0,8,1.286,3.146,10
루벤티스,7,0,7,1.0,3.0,7
발광재료,7,0,7,1.0,3.0,7
에미상,7,0,7,1.0,3.0,7
lg디스플레이,10,0,10,2.714,2.752,44
ai,23,8,15,11.143,2.733,136
퀄컴,7,0,7,1.286,2.678,9
개관,6,0,6,0.857,2.67,7
공식,7,0,7,1.429,2.538,22
특징주,7,2,5,1.429,2.538,29
공략,6,0,6,1.0,2.5,10
탑재,6,1,5,1.0,2.5,7
메타,8,0,8,2.0,2.485,15
본격화,9,1,8,2.571,2.469,21
내년,6,0,6,1.143,2.348,13
선정,6,0,6,1.143,2.348,11
스냅드래곤,6,0,6,1.143,2.348,8
엑사이엔씨,5,0,5,0.714,2.323,5
우위,5,0,5,0.714,2.323,5
판매,6,1,5,1.286,2.209,9
전자,6,3,3,1.286,2.209,9
아이폰,6,2,4,1.429,2.082,14
기반,5,0,5,1.0,2.0,12
서밋,5,0,5,1.0,2.0,7
기대감,6,1,5,1.571,1.965,11
진출,6,1,5,1.571,1.965,14
to,4,0,4,0.571,1.953,7
메가존클라우드,4,0,4,0.571,1.953,6
미디어,4,0,4,0.571,1.953,5
미션투어,4,0,4,0.571,1.953,4
병원물류,4,0,4,0.571,1.953,4
제작,4,0,4,0.571,1.953,5
콘텐츠,4,0,4,0.571,1.953,5
삼성,17,14,3,9.429,1.86,88
혁신,6,1,5,1.714,1.856,17
개선,4,0,4,0.714,1.781,5
패널,4,0,4,0.714,1.781,8
혜택,4,0,4,0.714,1.781,5
성장,6,0,6,1.857,1.753,15
스마트폰,6,2,4,1.857,1.753,14
돌파,4,1,3,0.857,1.632,10
아이폰17,10,5,5,4.857,1.605,41
20,3,0,3,0.429,1.554,4
799달러,3,0,3,0.429,1.554,3
acfm서,3,0,3,0.429,1.554,3
with,3,0,3,0.429,1.554,6
