term,cur,prev,diff,ma7,z_like,total
26일,11,0,11,1.714,4.021,12
동일하이빌,10,0,10,1.429,3.905,10
아산탕정,10,0,10,1.429,3.905,10
파크레인,10,0,10,1.429,3.905,10
견본주택,9,0,9,1.286,3.615,9
파트너,8,0,8,1.286,3.146,10
루벤티스,7,0,7,1.0,3.0,7
발광재료,7,0,7,1.0,3.0,7
에미상,7,0,7,1.0,3.0,7
퀄컴,7,0,7,1.286,2.678,9
개관,6,0,6,0.857,2.67,7
공략,6,0,6,1.0,2.5,10
탑재,6,1,5,1.0,2.5,7
메타,8,0,8,2.0,2.485,15
내년,6,0,6,1.143,2.348,13
선정,6,0,6,1.143,2.348,11
스냅드래곤,6,0,6,1.143,2.348,8
엑사이엔씨,5,0,5,0.714,2.323,5
우위,5,0,5,0.714,2.323,5
전자,6,3,3,1.286,2.209,9
판매,6,1,5,1.286,2.209,9
아이폰,6,2,4,1.429,2.082,14
기반,5,0,5,1.0,2.0,12
서밋,5,0,5,1.0,2.0,7
기대감,6,1,5,1.571,1.965,11
진출,6,1,5,1.571,1.965,14
to,4,0,4,0.571,1.953,7
메가존클라우드,4,0,4,0.571,1.953,6
미디어,4,0,4,0.571,1.953,5
미션투어,4,0,4,0.571,1.953,4
병원물류,4,0,4,0.571,1.953,4
제작,4,0,4,0.571,1.953,5
콘텐츠,4,0,4,0.571,1.953,5
개선,4,0,4,0.714,1.781,5
패널,4,0,4,0.714,1.781,8
혜택,4,0,4,0.714,1.781,5
성장,6,0,6,1.857,1.753,15
스마트폰,6,2,4,1.857,1.753,14
돌파,4,1,3,0.857,1.632,10
20,3,0,3,0.429,1.554,4
799달러,3,0,3,0.429,1.554,3
acfm서,3,0,3,0.429,1.554,3
with,3,0,3,0.429,1.554,6
광주시,3,0,3,0.429,1.554,6
굿노트,3,0,3,0.429,1.554,3
누적,3,0,3,0.429,1.554,4
롯데칠성음료,3,0,3,0.429,1.554,3
보잉,3,0,3,0.429,1.554,3
부산국제영화제,3,0,3,0.429,1.554,3
브랜드,3,0,3,0.429,1.554,3
사피엔반도체,3,0,3,0.429,1.554,3
삼성물산과,3,0,3,0.429,1.554,3
수혜,3,0,3,0.429,1.554,3
스토리텔링,3,0,3,0.429,1.554,3
신사업부,3,0,3,0.429,1.554,3
신한투자,3,0,3,0.429,1.554,3
이사회,3,0,3,0.429,1.554,3
전문가,3,0,3,0.429,1.554,3
추월,3,0,3,0.429,1.554,3
필기,3,0,3,0.429,1.554,3
흑자전환,3,0,3,0.429,1.554,4
흥행에,3,0,3,0.429,1.554,3
흥행,5,3,2,1.571,1.521,12
글래스,4,0,4,1.0,1.5,7
무한,4,0,4,1.0,1.5,7
주가,4,1,3,1.0,1.5,13
플랫폼,4,0,4,1.0,1.5,9
계약,3,0,3,0.571,1.383,5
광고,3,1,2,0.571,1.383,4
금지,3,0,3,0.571,1.383,4
아마존,3,0,3,0.571,1.383,4
인정,3,0,3,0.571,1.383,4
본격,4,1,3,1.143,1.381,10
삼성디스플레이,5,0,5,1.857,1.33,15
소식,4,3,1,1.286,1.272,9
필요,4,1,3,1.286,1.272,9
kt,5,1,4,2.0,1.243,14
맥스,3,2,1,0.714,1.239,5
빅테크,3,2,1,0.714,1.239,5
전체,3,0,3,0.714,1.239,6
추격,3,0,3,0.714,1.239,5
헤드셋,3,0,3,0.714,1.239,5
애플,4,3,1,1.429,1.171,13
14,2,0,2,0.286,1.117,2
1억,2,0,2,0.286,1.117,2
202,2,0,2,0.286,1.117,2
3분기,2,0,2,0.286,1.117,5
4년만에,2,0,2,0.286,1.117,2
500hz,2,0,2,0.286,1.117,2
632억,2,0,2,0.286,1.117,2
75년,2,0,2,0.286,1.117,2
after,2,0,2,0.286,1.117,3
amd,2,0,2,0.286,1.117,2
aoc,2,0,2,0.286,1.117,2
electronics,2,0,2,0.286,1.117,4
f1,2,0,2,0.286,1.117,2
goodnotes,2,0,2,0.286,1.117,2
lg이노텍,2,0,2,0.286,1.117,2
payment,2,0,2,0.286,1.117,2
q27g4kd,2,0,2,0.286,1.117,2
s8,2,0,2,0.286,1.117,2
가속,2,0,2,0.286,1.117,2
개설,2,0,2,0.286,1.117,2
게임,2,0,2,0.286,1.117,4
계약에,2,0,2,0.286,1.117,2
관광,2,0,2,0.286,1.117,3
국내외,2,0,2,0.286,1.117,2
귀국,2,0,2,0.286,1.117,3
기내,2,0,2,0.286,1.117,2
김민주,2,0,2,0.286,1.117,2
다이내믹,2,0,2,0.286,1.117,2
대구,2,0,2,0.286,1.117,3
대구행복진흥원,2,0,2,0.286,1.117,2
동국제약,2,0,2,0.286,1.117,2
드라이버,2,0,2,0.286,1.117,2
디스플레이업계,2,0,2,0.286,1.117,2
맑음,2,0,2,0.286,1.117,2
매출,2,0,2,0.286,1.117,2
먹거리,2,0,2,0.286,1.117,2
모색,2,0,2,0.286,1.117,6
목표주가,2,0,2,0.286,1.117,2
방송계,2,0,2,0.286,1.117,2
보잉코리아,2,0,2,0.286,1.117,2
보조배터리,2,0,2,0.286,1.117,2
부족할,2,0,2,0.286,1.117,2
부품,2,0,2,0.286,1.117,3
부품주,2,0,2,0.286,1.117,2
브로츠와프,2,0,2,0.286,1.117,2
서귀포시,2,0,2,0.286,1.117,2
서울데이터랩,2,0,2,0.286,1.117,2
선보여,2,0,2,0.286,1.117,3
세제,2,0,2,0.286,1.117,2
수장공사,2,0,2,0.286,1.117,2
스타벅스,2,0,2,0.286,1.117,2
시간문제,2,0,2,0.286,1.117,2
시장서,2,0,2,0.286,1.117,2
시장선,2,0,2,0.286,1.117,2
신설,2,0,2,0.286,1.117,2
신한,2,0,2,0.286,1.117,2
쓰는,2,0,2,0.286,1.117,2
쓰레기,2,0,2,0.286,1.117,2
아이폰18,2,0,2,0.286,1.117,2
아일랜드,2,0,2,0.286,1.117,2
안효섭,2,0,2,0.286,1.117,2
알파스캔,2,0,2,0.286,1.117,2
약진,2,0,2,0.286,1.117,2
어떻게,2,0,2,0.286,1.117,2
여성행복,2,0,2,0.286,1.117,2
으랏차차,2,0,2,0.286,1.117,2
이글루,2,0,2,0.286,1.117,2
이스타항공,2,0,2,0.286,1.117,2
일자리박람회,2,0,2,0.286,1.117,2
저가,2,0,2,0.286,1.117,2
적립,2,0,2,0.286,1.117,2
주관,2,0,2,0.286,1.117,2
중국이,2,0,2,0.286,1.117,2
지점,2,0,2,0.286,1.117,2
체결,2,0,2,0.286,1.117,7
초격차,2,0,2,0.286,1.117,2
치센,2,0,2,0.286,1.117,2
커피,2,0,2,0.286,1.117,2
케이사인,2,0,2,0.286,1.117,2
트루엔,2,0,2,0.286,1.117,2
패스오더,2,0,2,0.286,1.117,2
팬심,2,0,2,0.286,1.117,2
펨토셀,2,0,2,0.286,1.117,2
포토,2,0,2,0.286,1.117,4
폴란드,2,0,2,0.286,1.117,3
폴스타,2,0,2,0.286,1.117,5
플라잉닥터스,2,0,2,0.286,1.117,2
하나,2,0,2,0.286,1.117,2
하나은행,2,0,2,0.286,1.117,2
한국인,2,0,2,0.286,1.117,2
한국전력,2,0,2,0.286,1.117,2
한목소리,2,0,2,0.286,1.117,2
홈카메라,2,0,2,0.286,1.117,2
화면,2,0,2,0.286,1.117,2
환경,2,0,2,0.286,1.117,6
활활,2,0,2,0.286,1.117,2
효율,2,0,2,0.286,1.117,3
xr,3,0,3,0.857,1.113,6
클라우드,3,1,2,0.857,1.113,8
안경,3,0,3,1.0,1.0,8
10월부터,2,1,1,0.429,0.95,3
at,2,0,2,0.429,0.95,4
n2,2,0,2,0.429,0.95,3
가격,2,0,2,0.429,0.95,3
개발,2,0,2,0.429,0.95,6
거래,2,0,2,0.429,0.95,3
금쪽같은,2,1,1,0.429,0.95,3
기자수첩,2,1,1,0.429,0.95,3
깜짝,2,0,2,0.429,0.95,3
론칭,2,0,2,0.429,0.95,3
만난,2,0,2,0.429,0.95,3
반격,2,0,2,0.429,0.95,3
사업,2,0,2,0.429,0.95,3
사용,2,0,2,0.429,0.95,4
올인원,2,0,2,0.429,0.95,15
이유는,2,0,2,0.429,0.95,3
제휴,2,0,2,0.429,0.95,3
