term,cur,prev,diff,ma7,z_like,total
전자,5,3,2,1.143,1.864,8
애플,6,3,3,1.714,1.856,15
매립,3,0,3,0.429,1.554,3
제로,3,0,3,0.429,1.554,3
체크인,3,0,3,0.429,1.554,3
폐기물,3,0,3,0.429,1.554,3
스마트폰,5,2,3,1.714,1.423,13
가격,3,0,3,0.571,1.383,4
시스템,3,0,3,0.571,1.383,5
어떤,3,0,3,0.571,1.383,5
아이폰,4,2,2,1.143,1.381,12
개최,6,3,3,2.571,1.317,38
폴더블,3,1,2,0.714,1.239,6
서비스,3,2,1,0.714,1.239,5
수요,3,2,1,0.714,1.239,5
없다,3,2,1,0.714,1.239,5
메타,4,0,4,1.429,1.171,11
3분기,2,0,2,0.286,1.117,5
after,2,0,2,0.286,1.117,3
hbm4,2,0,2,0.286,1.117,8
lg이노텍,2,0,2,0.286,1.117,2
개시,2,0,2,0.286,1.117,3
건강,2,0,2,0.286,1.117,2
건강놀이터,2,0,2,0.286,1.117,2
국제표준,2,0,2,0.286,1.117,2
다이내믹,2,0,2,0.286,1.117,2
대구행복진흥원,2,0,2,0.286,1.117,2
대단지,2,0,2,0.286,1.117,2
디스플레이업계,2,0,2,0.286,1.117,2
따라,2,0,2,0.286,1.117,2
메뉴,2,0,2,0.286,1.117,2
바이오로직스,2,0,2,0.286,1.117,2
발광재료,2,0,2,0.286,1.117,2
방영,2,0,2,0.286,1.117,2
부품,2,0,2,0.286,1.117,3
부품주,2,0,2,0.286,1.117,2
수혜,2,0,2,0.286,1.117,2
신한은행,2,0,2,0.286,1.117,2
아이폰18,2,0,2,0.286,1.117,2
아일랜드,2,0,2,0.286,1.117,2
알림,2,0,2,0.286,1.117,2
엄정화,2,0,2,0.286,1.117,2
엔제리너스,2,0,2,0.286,1.117,2
엔제린밸런스,2,0,2,0.286,1.117,2
여성친화도시,2,0,2,0.286,1.117,2
온양온천역,2,0,2,0.286,1.117,2
이지,2,0,2,0.286,1.117,2
인증,2,0,2,0.286,1.117,5
장중,2,0,2,0.286,1.117,4
초격차,2,0,2,0.286,1.117,2
필수,2,0,2,0.286,1.117,2
홍보,2,0,2,0.286,1.117,2
화면,2,0,2,0.286,1.117,2
활활,2,0,2,0.286,1.117,2
흥행에,2,0,2,0.286,1.117,2
글래스,3,0,3,0.857,1.113,6
출시,9,7,2,5.429,1.073,54
실시,3,3,0,1.0,1.0,10
개발,2,0,2,0.429,0.95,6
공급,2,0,2,0.429,0.95,9
다른,2,0,2,0.429,0.95,3
등급,2,0,2,0.429,0.95,4
사업,2,0,2,0.429,0.95,3
사업장,2,0,2,0.429,0.95,4
kb증권,2,1,1,0.429,0.95,4
금쪽같은,2,1,1,0.429,0.95,3
전달,2,1,1,0.429,0.95,3
지속,2,1,1,0.429,0.95,9
탑재,2,1,1,0.429,0.95,3
최고,3,0,3,1.143,0.898,8
기대감,3,1,2,1.143,0.898,8
실적,3,4,-1,1.143,0.898,17
코스피,3,4,-1,1.143,0.898,17
아이폰17,7,5,2,4.429,0.828,38
내년,2,0,2,0.571,0.814,9
선택과,2,0,2,0.571,0.814,4
예고,2,0,2,0.571,0.814,4
최주선,2,0,2,0.571,0.814,4
추진,2,1,1,0.571,0.814,15
대형,2,2,0,0.571,0.814,4
맥스,2,2,0,0.571,0.814,4
아이디어,2,2,0,0.571,0.814,6
에너지,2,2,0,0.571,0.814,5
최초,2,2,0,0.571,0.814,7
핸드헬드,2,2,0,0.571,0.814,9
흥행,3,3,0,1.286,0.803,10
byd,2,0,2,0.714,0.697,6
공식,2,0,2,0.714,0.697,17
들썩,2,0,2,0.714,0.697,5
유튜버,2,0,2,0.714,0.697,5
주가,2,1,1,0.714,0.697,11
도전,2,2,0,0.714,0.697,5
엔비디아,3,2,1,1.571,0.634,14
1000가구,1,0,1,0.143,0.622,1
1000이닝,1,0,1,0.143,0.622,1
10g,1,0,1,0.143,0.622,1
10만전자,1,0,1,0.143,0.622,1
10승,1,0,1,0.143,0.622,1
110만원,1,0,1,0.143,0.622,1
13일,1,0,1,0.143,0.622,1
14,1,0,1,0.143,0.622,1
16,1,0,1,0.143,0.622,2
1764대,1,0,1,0.143,0.622,1
1일까지,1,0,1,0.143,0.622,1
20,1,0,1,0.143,0.622,2
200세대,1,0,1,0.143,0.622,1
202,1,0,1,0.143,0.622,1
2025서,1,0,1,0.143,0.622,2
2025에서,1,0,1,0.143,0.622,1
2026년형,1,0,1,0.143,0.622,2
23,1,0,1,0.143,0.622,1
23일,1,0,1,0.143,0.622,1
256gb,1,0,1,0.143,0.622,1
30만,1,0,1,0.143,0.622,1
32인,1,0,1,0.143,0.622,1
3위,1,0,1,0.143,0.622,2
3종,1,0,1,0.143,0.622,1
3종으로,1,0,1,0.143,0.622,1
4000만원대,1,0,1,0.143,0.622,1
47만,1,0,1,0.143,0.622,1
4년만에,1,0,1,0.143,0.622,1
4명,1,0,1,0.143,0.622,1
4분기는,1,0,1,0.143,0.622,1
500,1,0,1,0.143,0.622,1
500원,1,0,1,0.143,0.622,1
52주,1,0,1,0.143,0.622,1
57주년,1,0,1,0.143,0.622,1
596만,1,0,1,0.143,0.622,1
5개월,1,0,1,0.143,0.622,1
5할,1,0,1,0.143,0.622,1
60,1,0,1,0.143,0.622,1
7월,1,0,1,0.143,0.622,1
84,1,0,1,0.143,0.622,1
9만원,1,0,1,0.143,0.622,1
9승,1,0,1,0.143,0.622,1
a6,1,0,1,0.143,0.622,1
advance,1,0,1,0.143,0.622,1
against,1,0,1,0.143,0.622,1
ai가,1,0,1,0.143,0.622,2
amd,1,0,1,0.143,0.622,1
amid,1,0,1,0.143,0.622,1
another,1,0,1,0.143,0.622,1
awd,1,0,1,0.143,0.622,1
breaches,1,0,1,0.143,0.622,1
busan,1,0,1,0.143,0.622,1
card,1,0,1,0.143,0.622,1
challenges,1,0,1,0.143,0.622,1
cj온스타일,1,0,1,0.143,0.622,1
cns선,1,0,1,0.143,0.622,1
confirms,1,0,1,0.143,0.622,1
countermeasures,1,0,1,0.143,0.622,1
crackdown,1,0,1,0.143,0.622,2
cyber,1,0,1,0.143,0.622,1
data,1,0,1,0.143,0.622,1
day,1,0,1,0.143,0.622,1
diego,1,0,1,0.143,0.622,1
diverging,1,0,1,0.143,0.622,1
expands,1,0,1,0.143,0.622,1
fda,1,0,1,0.143,0.622,1
flng,1,0,1,0.143,0.622,1
gov,1,0,1,0.143,0.622,1
government,1,0,1,0.143,0.622,1
hack,1,0,1,0.143,0.622,1
hacking,1,0,1,0.143,0.622,1
hybrid,1,0,1,0.143,0.622,1
hyundai,1,0,1,0.143,0.622,1
ipo,1,0,1,0.143,0.622,1
kidney,1,0,1,0.143,0.622,1
kimes,1,0,1,0.143,0.622,2
kt선,1,0,1,0.143,0.622,1
k기업,1,0,1,0.143,0.622,1
legislation,1,0,1,0.143,0.622,1
lgd는,1,0,1,0.143,0.622,1
lg의,1,0,1,0.143,0.622,1
lg화학,1,0,1,0.143,0.622,1
lineup,1,0,1,0.143,0.622,1
lotte,1,0,1,0.143,0.622,1
ls증권,1,0,1,0.143,0.622,1
mc로,1,0,1,0.143,0.622,1
mds테크,1,0,1,0.143,0.622,1
mere,1,0,1,0.143,0.622,1
micro,1,0,1,0.143,0.622,1
motor,1,0,1,0.143,0.622,1
outlook,1,0,1,0.143,0.622,1
partners,1,0,1,0.143,0.622,1
payment,1,0,1,0.143,0.622,1
pledges,1,0,1,0.143,0.622,1
pushes,1,0,1,0.143,0.622,1
reshape,1,0,1,0.143,0.622,1
robotic,1,0,1,0.143,0.622,1
roen,1,0,1,0.143,0.622,1
samsung,1,0,1,0.143,0.622,2
san,1,0,1,0.143,0.622,1
scam,1,0,1,0.143,0.622,1
stone,1,0,1,0.143,0.622,1
storm,1,0,1,0.143,0.622,1
strategies,1,0,1,0.143,0.622,1
surgical,1,0,1,0.143,0.622,1
suv,1,0,1,0.143,0.622,1
suv의,1,0,1,0.143,0.622,1
sweeping,1,0,1,0.143,0.622,1
tariff,1,0,1,0.143,0.622,1
to,1,0,1,0.143,0.622,4
uc,1,0,1,0.143,0.622,1
ul솔루션즈,1,0,1,0.143,0.622,1
unveils,1,0,1,0.143,0.622,1
weeks,1,0,1,0.143,0.622,1
with,1,0,1,0.143,0.622,4
workweek,1,0,1,0.143,0.622,1
xr의,1,0,1,0.143,0.622,1
ytn,1,0,1,0.143,0.622,1
zombie,1,0,1,0.143,0.622,1
가구장,1,0,1,0.143,0.622,1
가나,1,0,1,0.143,0.622,1
가리지,1,0,1,0.143,0.622,1
가성비,1,0,1,0.143,0.622,1
가시권,1,0,1,0.143,0.622,1
가치,1,0,1,0.143,0.622,1
간담회,1,0,1,0.143,0.622,1
강력해진,1,0,1,0.143,0.622,1
강박,1,0,1,0.143,0.622,1
강연회,1,0,1,0.143,0.622,1
