term,cur,prev,diff,ma7,z_like,total
디스플레이,43,2,41,10.286,7.776,88
롯데하이마트,18,0,18,2.571,5.926,18
세일,14,0,14,2.0,4.971,14
oled,29,7,22,9.286,4.871,85
페스타,14,1,13,2.143,4.812,15
추석,19,9,10,4.429,4.694,33
메타,14,0,14,2.857,4.142,21
삼성,29,14,15,11.143,4.116,100
파월,11,0,11,1.714,4.021,12
삼성디스플레이,14,0,14,3.143,3.916,24
탑재,10,1,9,1.571,3.74,11
스냅드래곤,10,0,10,1.714,3.588,12
진행,11,4,7,2.286,3.469,18
고평가,8,0,8,1.143,3.314,8
발광재료,8,0,8,1.143,3.314,8
세액공제,8,0,8,1.143,3.314,8
퀄컴,9,0,9,1.571,3.296,11
하락,9,2,7,1.714,3.155,13
출시,18,7,11,6.714,3.143,63
이재용,16,3,13,5.571,3.103,40
우위,7,0,7,1.0,3.0,7
24일,8,1,7,1.571,2.853,12
발언에,7,0,7,1.143,2.831,8
패널,7,0,7,1.143,2.831,11
서밋,7,0,7,1.286,2.678,9
아산캠퍼스,7,0,7,1.286,2.678,9
추격,7,0,7,1.286,2.678,9
전국,9,4,5,2.286,2.673,16
실적,8,4,4,1.857,2.6,22
아이폰17,14,5,9,5.429,2.574,45
경쟁력,7,1,6,1.429,2.538,14
주가,7,1,6,1.429,2.538,16
뉴욕증시,8,0,8,2.0,2.485,14
애플,8,3,5,2.0,2.485,17
운세,9,0,9,2.571,2.469,18
아이폰,7,2,5,1.571,2.409,15
폴더블,6,1,5,1.143,2.348,9
799달러,5,0,5,0.714,2.323,5
국제표준,5,0,5,0.714,2.323,5
노동장관,5,0,5,0.714,2.323,5
대한상의,5,0,5,0.714,2.323,5
매장에서,5,0,5,0.714,2.323,5
명절,5,0,5,0.714,2.323,5
상당히,5,0,5,0.714,2.323,5
세제,5,0,5,0.714,2.323,5
오늘의,8,2,6,2.429,2.178,17
청문회,5,1,4,0.857,2.151,6
안경,6,0,6,1.429,2.082,11
별자리,7,0,7,2.0,2.071,14
9월,11,6,5,4.714,1.982,38
위기,6,0,6,1.571,1.965,12
기대감,6,1,5,1.571,1.965,11
필요,6,1,5,1.571,1.965,11
to,4,0,4,0.571,1.953,7
게임,4,0,4,0.571,1.953,6
김영훈,4,0,4,0.571,1.953,4
대책,4,0,4,0.571,1.953,4
부품,4,0,4,0.571,1.953,5
송승헌,4,0,4,0.571,1.953,4
수혜,4,0,4,0.571,1.953,4
줄줄이,4,0,4,0.571,1.953,4
증시,4,0,4,0.571,1.953,9
추월,4,0,4,0.571,1.953,4
폴스타,4,0,4,0.571,1.953,7
한목소리,4,0,4,0.571,1.953,4
방문,8,1,7,2.857,1.912,21
kt,7,1,6,2.286,1.877,16
할인,5,2,3,1.143,1.864,9
스마트폰,6,2,4,1.857,1.753,14
gam,4,0,4,0.857,1.632,6
나스닥,4,0,4,0.857,1.632,6
전체,4,0,4,0.857,1.632,7
더벨,4,1,3,0.857,1.632,7
10주년,4,2,2,0.857,1.632,6
추석맞이,4,2,2,0.857,1.632,6
아산,5,0,5,1.429,1.627,11
중국,5,2,3,1.429,1.627,11
15년,3,0,3,0.429,1.554,3
3d,3,0,3,0.429,1.554,3
3위,3,0,3,0.429,1.554,4
as,3,0,3,0.429,1.554,4
company,3,0,3,0.429,1.554,3
power,3,0,3,0.429,1.554,3
samsung,3,0,3,0.429,1.554,4
강조,3,0,3,0.429,1.554,3
공제,3,0,3,0.429,1.554,3
과방위,3,0,3,0.429,1.554,3
국힘,3,0,3,0.429,1.554,3
그랜드,3,0,3,0.429,1.554,3
노동부,3,0,3,0.429,1.554,3
동대문구,3,0,3,0.429,1.554,3
맞이,3,0,3,0.429,1.554,3
매장서,3,0,3,0.429,1.554,3
매출,3,0,3,0.429,1.554,3
먹거리,3,0,3,0.429,1.554,3
모친상,3,0,3,0.429,1.554,3
문화,3,0,3,0.429,1.554,4
물가안정,3,0,3,0.429,1.554,3
부품주,3,0,3,0.429,1.554,3
브랜드,3,0,3,0.429,1.554,3
사피엔반도체,3,0,3,0.429,1.554,3
사회적,3,0,3,0.429,1.554,4
세액,3,0,3,0.429,1.554,3
스트레처블,3,0,3,0.429,1.554,3
시급,3,0,3,0.429,1.554,3
시리즈,3,0,3,0.429,1.554,5
시행,3,0,3,0.429,1.554,3
오빠,3,0,3,0.429,1.554,3
인터넷,3,0,3,0.429,1.554,3
장관,3,0,3,0.429,1.554,4
조성,3,0,3,0.429,1.554,3
주식,3,0,3,0.429,1.554,4
지주사,3,0,3,0.429,1.554,3
채권,3,0,3,0.429,1.554,3
초격차,3,0,3,0.429,1.554,3
필수,3,0,3,0.429,1.554,3
화면,3,0,3,0.429,1.554,3
흥행,5,3,2,1.571,1.521,12
글래스,4,0,4,1.0,1.5,7
전자,4,3,1,1.0,1.5,7
공개,9,4,5,4.429,1.473,37
차세대,7,3,4,3.0,1.464,28
오늘,5,0,5,1.714,1.423,12
프리미엄,5,1,4,1.714,1.423,12
ai,16,8,8,10.143,1.4,129
lgd,6,4,2,2.429,1.396,26
4대,3,0,3,0.571,1.383,4
가격,3,0,3,0.571,1.383,4
사업,3,0,3,0.571,1.383,4
제도,3,0,3,0.571,1.383,4
최다,3,0,3,0.571,1.383,6
변화,3,1,2,0.571,1.383,4
업계,3,1,2,0.571,1.383,7
예상,3,1,2,0.571,1.383,6
ar,4,3,1,1.286,1.272,9
lg디스플레이,5,0,5,2.0,1.243,39
투자,5,1,4,2.0,1.243,19
개편,3,0,3,0.714,1.239,6
기반,3,0,3,0.714,1.239,10
성공,3,0,3,0.714,1.239,5
차기,3,0,3,0.714,1.239,6
개막,3,1,2,0.714,1.239,7
방송,3,1,2,0.714,1.239,5
종합,3,1,2,0.714,1.239,6
퍼포먼스,3,2,1,0.714,1.239,5
lg,11,11,0,6.714,1.193,56
전쟁,4,0,4,1.429,1.171,10
점검,5,1,4,2.143,1.16,15
110만원,2,0,2,0.286,1.117,2
172만,2,0,2,0.286,1.117,2
27일,2,0,2,0.286,1.117,2
3분기,2,0,2,0.286,1.117,5
40,2,0,2,0.286,1.117,4
9월24일,2,0,2,0.286,1.117,2
after,2,0,2,0.286,1.117,3
am,2,0,2,0.286,1.117,2
amd,2,0,2,0.286,1.117,2
and,2,0,2,0.286,1.117,3
dji,2,0,2,0.286,1.117,2
electronics,2,0,2,0.286,1.117,4
hbm4,2,0,2,0.286,1.117,8
ice,2,0,2,0.286,1.117,2
ifa,2,0,2,0.286,1.117,2
k디스플레이,2,0,2,0.286,1.117,2
lg이노텍,2,0,2,0.286,1.117,2
micro,2,0,2,0.286,1.117,2
payment,2,0,2,0.286,1.117,2
tgs,2,0,2,0.286,1.117,2
unveils,2,0,2,0.286,1.117,2
가속,2,0,2,0.286,1.117,2
