term,cur,prev,diff,ma7,z_like,total
탁류,6,0,6,0.857,2.67,6
박서함,5,0,5,0.714,2.323,5
장중,4,0,4,0.571,1.953,6
앞두고,6,6,0,2.0,1.657,15
로운,3,0,3,0.429,1.554,3
매립,3,0,3,0.429,1.554,3
보이스피싱,3,0,3,0.429,1.554,3
인증,3,0,3,0.429,1.554,6
제로,3,0,3,0.429,1.554,3
폐기물,3,0,3,0.429,1.554,3
확장,3,0,3,0.429,1.554,5
애플,5,3,2,1.571,1.521,14
탑재,3,1,2,0.571,1.383,4
한국레노버,3,0,3,0.571,1.383,4
고2,4,4,0,1.143,1.381,8
리전,4,4,0,1.143,1.381,8
아이폰,4,2,2,1.143,1.381,12
중국,4,2,2,1.286,1.272,10
메타,4,0,4,1.429,1.171,11
23일,2,0,2,0.286,1.117,2
500선,2,0,2,0.286,1.117,2
52주,2,0,2,0.286,1.117,2
after,2,0,2,0.286,1.117,3
gst,2,0,2,0.286,1.117,2
hbm4,2,0,2,0.286,1.117,8
게임,2,0,2,0.286,1.117,4
국내외,2,0,2,0.286,1.117,2
국제표준,2,0,2,0.286,1.117,2
국힘,2,0,2,0.286,1.117,2
금융당국,2,0,2,0.286,1.117,2
논란,2,0,2,0.286,1.117,3
느낌,2,0,2,0.286,1.117,2
다이내믹,2,0,2,0.286,1.117,2
대단지,2,0,2,0.286,1.117,2
디스플레이업계,2,0,2,0.286,1.117,2
디즈니,2,0,2,0.286,1.117,2
명절,2,0,2,0.286,1.117,2
발광재료,2,0,2,0.286,1.117,2
배터리,2,0,2,0.286,1.117,2
번째,2,0,2,0.286,1.117,2
복귀작,2,0,2,0.286,1.117,2
부품주,2,0,2,0.286,1.117,2
수혜,2,0,2,0.286,1.117,2
신고가,2,0,2,0.286,1.117,8
아버지들,2,0,2,0.286,1.117,2
아이폰18,2,0,2,0.286,1.117,2
아일랜드,2,0,2,0.286,1.117,2
얻었다,2,0,2,0.286,1.117,2
역사,2,0,2,0.286,1.117,2
온양온천역,2,0,2,0.286,1.117,2
윤정수,2,0,2,0.286,1.117,2
차별화,2,0,2,0.286,1.117,5
초격차,2,0,2,0.286,1.117,2
터치,2,0,2,0.286,1.117,2
판매량,2,0,2,0.286,1.117,2
플래티넘,2,0,2,0.286,1.117,2
홍보,2,0,2,0.286,1.117,2
화면,2,0,2,0.286,1.117,2
글래스,3,0,3,0.857,1.113,6
엔비디아,4,2,2,1.714,0.99,15
kb증권,2,1,1,0.429,0.95,4
가격,2,0,2,0.429,0.95,3
기록,2,0,2,0.429,0.95,3
사업,2,0,2,0.429,0.95,3
사업장,2,0,2,0.429,0.95,4
콧노래,2,0,2,0.429,0.95,3
함박웃음,2,0,2,0.429,0.95,4
화웨이,2,0,2,0.429,0.95,3
훈풍,2,0,2,0.429,0.95,3
너무,2,1,1,0.571,0.814,4
노트북,2,2,0,0.571,0.814,10
맥스,2,2,0,0.571,0.814,4
선택과,2,0,2,0.571,0.814,4
아이디어,2,2,0,0.571,0.814,6
인도,2,2,0,0.571,0.814,15
점유율,2,0,2,0.571,0.814,7
최주선,2,0,2,0.571,0.814,4
폴더블,2,1,1,0.571,0.814,5
핸드헬드,2,2,0,0.571,0.814,9
휴대용,2,2,0,0.571,0.814,4
