term,cur,prev,diff,ma7,z_like,total
로운,5,0,5,0.714,2.323,5
탁류,5,0,5,0.714,2.323,5
전자,6,3,3,1.286,2.209,9
박서함,4,0,4,0.571,1.953,4
한국레노버,4,0,4,0.714,1.781,5
고2,5,4,1,1.286,1.741,9
리전,5,4,1,1.286,1.741,9
서비스,4,2,2,0.857,1.632,6
60,3,0,3,0.429,1.554,3
디즈니,3,0,3,0.429,1.554,3
매립,3,0,3,0.429,1.554,3
사극,3,0,3,0.429,1.554,3
신예은,3,0,3,0.429,1.554,3
온양온천역,3,0,3,0.429,1.554,3
인증,3,0,3,0.429,1.554,6
장중,3,0,3,0.429,1.554,5
제로,3,0,3,0.429,1.554,3
터치,3,0,3,0.429,1.554,3
폐기물,3,0,3,0.429,1.554,3
가격,3,0,3,0.571,1.383,4
지속,3,1,2,0.571,1.383,10
청문회,3,1,2,0.571,1.383,4
메타,4,0,4,1.429,1.171,11
after,2,0,2,0.286,1.117,3
cpg,2,0,2,0.286,1.117,2
day,2,0,2,0.286,1.117,2
hbm4,2,0,2,0.286,1.117,8
kddf,2,0,2,0.286,1.117,2
to,2,0,2,0.286,1.117,5
강력해진,2,0,2,0.286,1.117,2
개시,2,0,2,0.286,1.117,3
게임,2,0,2,0.286,1.117,4
국제표준,2,0,2,0.286,1.117,2
금성백조,2,0,2,0.286,1.117,2
놓고,2,0,2,0.286,1.117,2
다이내믹,2,0,2,0.286,1.117,2
대단지,2,0,2,0.286,1.117,2
디스플레이업계,2,0,2,0.286,1.117,2
맞이,2,0,2,0.286,1.117,2
멈추지,2,0,2,0.286,1.117,2
뭉쳤다,2,0,2,0.286,1.117,2
미술,2,0,2,0.286,1.117,2
발광재료,2,0,2,0.286,1.117,2
부품주,2,0,2,0.286,1.117,2
블루밍,2,0,2,0.286,1.117,2
수혜,2,0,2,0.286,1.117,2
시급,2,0,2,0.286,1.117,2
신고가,2,0,2,0.286,1.117,8
심포지엄,2,0,2,0.286,1.117,2
아이폰18,2,0,2,0.286,1.117,2
아일랜드,2,0,2,0.286,1.117,2
앞둔,2,0,2,0.286,1.117,2
입대,2,0,2,0.286,1.117,2
차별화,2,0,2,0.286,1.117,5
초격차,2,0,2,0.286,1.117,2
카카오톡,2,0,2,0.286,1.117,2
플래티넘,2,0,2,0.286,1.117,2
한층,2,0,2,0.286,1.117,2
화면,2,0,2,0.286,1.117,2
글래스,3,0,3,0.857,1.113,6
목표가,3,0,3,1.0,1.0,9
아이폰,3,2,1,1.0,1.0,11
집중,3,2,1,1.0,1.0,9
kb증권,2,1,1,0.429,0.95,4
사업,2,0,2,0.429,0.95,3
사업장,2,0,2,0.429,0.95,4
콧노래,2,0,2,0.429,0.95,3
탑재,2,1,1,0.429,0.95,3
진출,3,1,2,1.143,0.898,11
돌아온,2,2,0,0.571,0.814,5
맥스,2,2,0,0.571,0.814,4
선택과,2,0,2,0.571,0.814,4
수요,2,2,0,0.571,0.814,4
예고,2,0,2,0.571,0.814,4
차량,2,2,0,0.571,0.814,4
최주선,2,0,2,0.571,0.814,4
최초,2,2,0,0.571,0.814,7
폴더블,2,1,1,0.571,0.814,5
핸드헬드,2,2,0,0.571,0.814,9
휴대용,2,2,0,0.571,0.814,4
애플,3,3,0,1.286,0.803,12
