term,cur,prev,diff,ma7,z_like,total
apple,2,0,2,0.286,1.117,3
foldable,2,0,2,0.286,1.117,2
lg디스플레이,3,1,2,0.857,1.113,73
삼성전자,7,3,4,4.286,0.884,85
oled,5,4,1,2.857,0.797,137
삼성,10,5,5,7.143,0.778,322
sk하이닉스,2,1,1,0.714,0.697,21
semiconductor,1,0,1,0.143,0.622,1
udc,1,0,1,0.143,0.622,1
인텔,1,0,1,0.143,0.622,8
lg,4,6,-2,2.714,0.486,254
boe,1,0,1,0.286,0.465,16
현대차,1,0,1,0.714,0.155,22
갤럭시,1,0,1,0.857,0.074,24
아이폰,1,0,1,0.857,0.074,14
lg전자,2,3,-1,1.857,0.06,35
애플,2,0,2,3.571,-0.544,65
