org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
-806억서,0,1,3,1,2,0,1
0.8인치,1,2,1,5,3,1,3
10개,1,2,0,1,3,2,3
10월,6,5,1,2,1,5,5
10월부터,3,1,0,1,2,2,2
12.9인치,0,0,0,2,10,0,4
12개,1,2,0,1,3,2,3
3분기,0,1,3,1,2,0,1
6GW,2,1,0,2,2,2,3
AI,18,17,7,9,9,18,20
Air,4,1,2,1,2,3,3
Atlas,4,1,2,1,2,3,3
BMW,4,3,1,3,4,5,4
CAPA,0,1,2,1,0,1,0
CEO인,2,1,0,2,2,2,3
DMD,1,2,1,5,3,1,3
Glove,4,1,2,1,2,3,3
HX,3,2,1,4,3,3,2
IBC,3,4,2,3,3,3,5
IR,1,2,0,1,3,2,3
ISO,3,4,2,3,3,3,5
KIMES,4,2,2,2,1,3,3
LCD,1,0,4,2,2,1,3
LED,3,4,2,3,1,2,3
LG,3,4,2,3,1,2,3
LG디스플레,2,5,11,5,7,0,5
LG디스플레이,2,5,11,5,7,0,5
LG유플러스,1,3,1,1,0,1,1
LG전자,3,4,2,3,1,2,3
MSI,3,2,1,4,3,3,2
NH투자증권,2,3,4,1,1,2,3
NuScale,2,1,0,2,2,2,3
OLED,5,7,13,7,8,5,11
P-OLED,2,2,7,5,4,1,4
RGB,3,4,2,3,1,2,3
RTX,3,2,1,4,3,3,2
SE-K800,1,2,1,5,3,1,3
SE-U800,1,2,1,5,3,1,3
SK하이닉스,2,3,4,1,1,2,3
SMR,2,1,0,2,2,2,3
SW중심대학사업,2,2,0,1,1,4,3
TCL,3,4,2,3,1,2,3
TVA,2,1,0,2,2,2,3
VR,4,1,2,1,2,3,3
W-OLED,1,0,4,2,2,1,3
가격,4,2,2,2,1,3,3
가구,3,1,0,1,2,2,2
가능성,1,2,0,1,3,2,3
가동률,1,0,4,2,2,1,3
가족,1,3,1,1,0,1,1
강승진,3,2,1,4,3,3,2
강화,1,3,1,1,0,1,1
개헌,2,3,0,1,1,2,1
건설사업,2,1,0,2,2,2,3
검사,1,1,3,3,1,1,3
것으로,6,10,19,11,9,5,14
결선투표제,2,3,0,1,1,2,1
경쟁사,1,2,5,1,3,0,3
고객사,1,0,4,2,2,1,3
고독사,3,1,0,1,2,2,2
공간,1,2,1,5,3,1,3
공개한,1,3,1,3,2,0,2
공모전,3,4,2,3,3,3,5
공장,4,3,1,3,4,5,4
공정,1,1,3,3,1,1,3
과제,2,3,0,1,1,2,1
과학기술정보통신부,2,2,0,1,1,4,3
국민,2,3,0,1,1,2,1
국장,4,2,0,1,0,3,1
국정과제,2,3,0,1,1,2,1
국회,2,3,0,1,1,2,1
규모,2,1,0,2,2,2,3
균형발전,2,3,0,1,1,2,1
금융,4,3,1,3,4,5,4
기능,0,0,0,1,5,0,2
기반,1,2,0,1,3,2,3
기법,5,2,0,2,1,3,3
기아,0,0,0,2,10,0,4
기자,0,0,0,1,5,0,2
기존,6,4,7,7,11,4,10
김두겸,4,2,0,1,0,3,1
남부산지사,3,1,0,1,2,2,2
내비게이션,0,0,0,1,5,0,2
노트북,3,2,1,4,3,3,2
뉴스,3,2,1,4,3,3,2
다양한,5,4,3,7,4,4,6
다우홀에서,2,2,0,1,1,4,3
달하,2,1,0,2,2,2,3
