term,cur,prev,diff,ma7,z_like,total
사장,7,0,7,1.0,3.0,7
삼성d,9,1,8,2.143,2.783,15
lgd,8,1,7,1.714,2.722,13
6세대,7,0,7,1.286,2.678,9
마이크로,6,0,6,0.857,2.67,7
led,6,0,6,1.143,2.348,10
실적,6,1,5,1.143,2.348,9
ap시스템,5,0,5,0.714,2.323,5
정철동,5,0,5,0.714,2.323,5
체험존,5,0,5,0.857,2.151,6
2030년,4,0,4,0.571,1.953,4
공급,4,0,4,0.571,1.953,7
도쿄게임쇼,4,0,4,0.571,1.953,4
디스플레이의,4,0,4,0.571,1.953,4
류현진,4,0,4,0.571,1.953,4
비전옥스,4,0,4,0.571,1.953,4
스마트워치,4,0,4,0.571,1.953,4
양산,4,0,4,0.571,1.953,4
윤성빈,4,0,4,0.571,1.953,4
이청,4,0,4,0.571,1.953,4
클레녹스,4,0,4,0.571,1.953,4
하반기,6,0,6,1.714,1.856,14
전환,4,0,4,0.714,1.781,7
운영,5,1,4,1.429,1.627,11
clenox,3,0,3,0.429,1.554,3
기부,3,0,3,0.429,1.554,3
무실점,3,0,3,0.429,1.554,3
양로원,3,0,3,0.429,1.554,3
윤수영,3,0,3,0.429,1.554,3
제16회,3,0,3,0.429,1.554,3
쿠팡로지스틱스서비스,3,0,3,0.429,1.554,3
특허,3,0,3,0.429,1.554,4
포토,3,0,3,0.429,1.554,3
만에,3,0,3,0.571,1.383,5
자신감,3,0,3,0.571,1.383,4
최초,3,1,2,0.571,1.383,6
전망,4,1,3,1.143,1.381,10
장비,4,0,4,1.286,1.272,9
내년,3,0,3,0.714,1.239,5
서밋,3,0,3,0.714,1.239,5
스냅드래곤,3,0,3,0.714,1.239,5
흑자,3,0,3,0.714,1.239,5
12억달러,2,0,2,0.286,1.117,2
12억불,2,0,2,0.286,1.117,2
1b,2,0,2,0.286,1.117,2
2025서,2,0,2,0.286,1.117,2
3617,2,0,2,0.286,1.117,2
3분기,2,0,2,0.286,1.117,2
6회까지,2,0,2,0.286,1.117,2
complex,2,0,2,0.286,1.117,2
ela,2,0,2,0.286,1.117,2
gv90,2,0,2,0.286,1.117,2
md포토,2,0,2,0.286,1.117,2
nb,2,0,2,0.286,1.117,2
개선,2,0,2,0.286,1.117,2
기회로,2,0,2,0.286,1.117,2
내달,2,0,2,0.286,1.117,2
도쿄게임쇼서,2,0,2,0.286,1.117,2
라닉스,2,0,2,0.286,1.117,2
롤러블,2,0,2,0.286,1.117,2
릴레이,2,0,2,0.286,1.117,2
번째,2,0,2,0.286,1.117,4
비자,2,0,2,0.286,1.117,3
사업의,2,0,2,0.286,1.117,2
삼현,2,0,2,0.286,1.117,2
상원도,2,0,2,0.286,1.117,2
새단장,2,0,2,0.286,1.117,2
수용번호,2,0,2,0.286,1.117,2
수장,2,0,2,0.286,1.117,2
수장들,2,0,2,0.286,1.117,2
앞세워,2,0,2,0.286,1.117,2
업데이트,2,0,2,0.286,1.117,2
엔씨,2,0,2,0.286,1.117,2
역투,2,0,2,0.286,1.117,2
연간,2,0,2,0.286,1.117,2
위기를,2,0,2,0.286,1.117,2
유진로봇,2,0,2,0.286,1.117,2
의약품,2,0,2,0.286,1.117,2
자율주행차,2,0,2,0.286,1.117,2
전문직,2,0,2,0.286,1.117,2
조사,2,0,2,0.286,1.117,2
종합,2,0,2,0.286,1.117,3
체결,2,0,2,0.286,1.117,3
치리노스,2,0,2,0.286,1.117,2
카톡,2,0,2,0.286,1.117,2
탑재하나,2,0,2,0.286,1.117,2
호투,2,0,2,0.286,1.117,2
홈케어,2,0,2,0.286,1.117,2
로봇,3,0,3,0.857,1.113,6
프리미엄,3,0,3,0.857,1.113,7
lg디스플레이,4,0,4,1.571,1.078,12
단독,3,0,3,1.0,1.0,8
2분기,2,1,1,0.429,0.95,3
개막,2,0,2,0.429,0.95,6
도입,2,1,1,0.429,0.95,3
미국,2,0,2,0.429,0.95,6
제네시스,2,0,2,0.429,0.95,6
추진,2,1,1,0.429,0.95,6
rgb,2,0,2,0.571,0.814,6
xr,2,0,2,0.571,0.814,4
고백,2,0,2,0.571,0.814,4
라인,2,1,1,0.571,0.814,5
없는,2,0,2,0.571,0.814,5
정부조직법,2,2,0,0.571,0.814,4
중국,2,1,1,0.571,0.814,6
최주선,2,0,2,0.571,0.814,4
