term,cur,prev,diff,ma7,z_like,total
사상,6,0,6,1.143,2.348,11
지수,4,0,4,0.571,1.953,5
뉴욕증시,6,0,6,1.714,1.856,12
경신,3,0,3,0.429,1.554,9
국제표준,3,0,3,0.429,1.554,3
스트레처블,3,0,3,0.429,1.554,3
최고치,4,0,4,1.0,1.5,7
탑재,3,1,2,0.571,1.383,4
메타,4,0,4,1.429,1.171,11
3d,2,0,2,0.286,1.117,2
after,2,0,2,0.286,1.117,3
lgu,2,0,2,0.286,1.117,2
가민,2,0,2,0.286,1.117,2
강세에,2,0,2,0.286,1.117,2
다이내믹,2,0,2,0.286,1.117,2
디스플레이업계,2,0,2,0.286,1.117,2
로봇이,2,0,2,0.286,1.117,2
매립,2,0,2,0.286,1.117,2
무안경,2,0,2,0.286,1.117,2
발광재료,2,0,2,0.286,1.117,2
사위,2,0,2,0.286,1.117,2
삼전의,2,0,2,0.286,1.117,2
신고가,2,0,2,0.286,1.117,8
아이폰18,2,0,2,0.286,1.117,2
아일랜드,2,0,2,0.286,1.117,2
인증,2,0,2,0.286,1.117,5
제로,2,0,2,0.286,1.117,2
조롱,2,0,2,0.286,1.117,2
종목은,2,0,2,0.286,1.117,2
초격차,2,0,2,0.286,1.117,2
폐기물,2,0,2,0.286,1.117,2
흥행에,2,0,2,0.286,1.117,2
글래스,3,0,3,0.857,1.113,6
대박,3,1,2,0.857,1.113,6
적자,3,2,1,0.857,1.113,6
스마트폰,4,2,2,1.571,1.078,12
급등,3,2,1,1.0,1.0,14
도움,3,4,-1,1.0,1.0,7
통과,3,4,-1,1.0,1.0,7
가격,2,0,2,0.429,0.95,3
대화,2,0,2,0.429,0.95,3
라인,2,0,2,0.429,0.95,4
무슨,2,0,2,0.429,0.95,3
사업장,2,0,2,0.429,0.95,4
증권가,2,0,2,0.429,0.95,8
콧노래,2,0,2,0.429,0.95,3
패널,2,0,2,0.429,0.95,6
함박웃음,2,0,2,0.429,0.95,4
kt,4,1,3,1.857,0.907,13
3대,3,0,3,1.143,0.898,8
브리핑,3,3,0,1.143,0.898,9
중국,3,2,1,1.143,0.898,9
협력사,3,4,-1,1.143,0.898,8
개막,2,1,1,0.571,0.814,6
까지,2,0,2,0.571,0.814,4
나스닥,2,0,2,0.571,0.814,4
대폭,2,2,0,0.571,0.814,5
동반,2,0,2,0.571,0.814,11
맥스,2,2,0,0.571,0.814,4
비에이치,2,2,0,0.571,0.814,4
선택과,2,0,2,0.571,0.814,4
오빠한테,2,2,0,0.571,0.814,4
작은,2,2,0,0.571,0.814,4
조기지급,2,2,0,0.571,0.814,4
최주선,2,0,2,0.571,0.814,4
클라쓰,2,0,2,0.571,0.814,4
폴더블,2,1,1,0.571,0.814,5
대금,3,6,-3,1.286,0.803,9
