org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
13개,0,1,0,0,1,1,5
1분기,0,0,1,0,0,0,0
1차,1,0,3,0,0,0,1
2023년,0,0,1,0,0,4,1
20대,0,0,0,0,0,1,0
2차,1,0,3,0,0,0,1
2차전지,0,1,3,0,1,2,1
3개소,1,0,1,0,0,0,0
3년간,0,0,2,0,0,5,0
3분기,0,2,1,1,2,3,1
4855억,0,2,1,1,2,3,1
4MATIC,1,2,1,1,1,3,0
5명,0,0,0,0,0,1,0
8.6세대,0,0,3,0,0,8,2
advertisement,1,0,4,0,2,0,1
AI,1,7,14,7,13,19,4
AMG,1,2,1,1,1,3,0
AWD,1,2,1,1,1,3,0
A씨,0,0,0,0,0,1,0
BOE,0,0,5,0,0,13,2
Copyright,0,3,0,5,2,1,0
CPU,0,0,0,0,0,2,1
CSOT,0,0,2,0,0,4,1
Design,0,4,2,4,6,6,2
DRAM,0,0,1,0,2,0,1
ESS,0,1,3,0,1,2,1
FPCB,0,1,2,0,2,1,1
GDP,0,0,1,0,0,0,0
GFX,0,1,2,1,2,2,0
GMS,0,0,1,0,0,1,3
GTX,1,1,2,0,0,1,0
HP,1,0,1,0,0,0,0
HP코리아,1,0,1,0,0,0,0
IDEA,0,31,2,52,26,18,2
IT용,0,0,3,0,0,8,2
LCD,1,17,6,40,18,27,3
LG디스플레,0,2,1,1,2,3,1
LG디스플레이,0,2,1,1,2,3,1
LG이노텍,0,0,1,0,1,0,0
LG전자,2,0,5,0,2,10,1
MBC,9,0,3,0,2,0,0
NAND,0,0,1,0,2,0,1
OLED,2,1,16,0,4,37,6
PC,1,0,1,0,0,0,0
Samsung,0,6,3,6,9,9,3
TFSI,1,2,1,1,1,3,0
URL,0,0,2,0,0,0,0
가격,2,0,8,0,4,18,3
가구,1,0,4,0,2,0,1
가능성,1,0,2,0,1,0,0
가능한,1,1,0,1,2,0,0
가솔린,1,2,1,1,1,3,0
가을,0,0,1,0,0,1,1
가전제품,1,0,1,0,0,1,0
각각,0,0,1,0,2,0,1
감독,2,1,4,1,2,2,0
감독님,1,0,1,0,0,1,0
감성,1,1,0,1,2,0,0
강군,1,0,0,0,0,0,0
강사,13,0,4,0,2,0,0
강의,26,0,9,0,5,0,0
강조했다.,0,0,4,0,0,3,1
같다.,4,0,1,0,0,0,0
같은,0,0,1,0,1,0,0
개발,0,1,3,0,1,2,1
개인정보,0,0,2,0,0,0,0
개정안,0,0,2,0,0,1,1
개통,1,0,0,0,1,2,0
갤럭시,0,6,3,6,9,9,3
건강,6,0,3,0,0,0,0
건강도시,2,0,2,0,0,0,0
건강한,0,0,1,0,0,1,0
건물에서,0,0,0,0,0,1,0
검사장비,1,2,4,0,2,4,1
검역,0,0,2,0,0,1,1
검찰총장,0,0,1,0,0,1,0
것으로,1,2,6,1,4,16,4
것을,1,0,1,0,0,1,0
것이,1,1,1,1,1,0,0
것이란,0,0,1,0,2,0,1
게이밍,0,1,2,1,2,2,0
격차,1,0,1,0,0,0,0
결정,0,0,1,0,0,1,0
결정에,1,0,0,0,0,1,0
경기,3,5,2,0,5,5,24
경동나비엔,0,15,0,11,6,6,0
경우,0,0,2,0,0,0,0
경직된,0,0,0,0,0,5,1
경험,0,4,1,7,5,4,1
계약,0,0,1,0,0,1,3
계측,0,0,2,0,2,1,1
계획이다.,0,1,0,0,1,1,5
고객,1,0,2,0,0,0,1
고백해,4,0,1,0,0,0,0
고부,0,0,1,0,1,0,0
고성장,0,0,2,0,2,1,1
공장,0,0,1,0,1,0,0
공정,0,1,5,0,2,7,1
관계사,1,4,0,0,4,4,20
관세,1,0,2,0,1,4,1
광학솔루션,0,0,1,0,1,0,0
괴수,0,1,1,1,1,1,0
굉장히,1,0,1,0,0,1,0
교보생명,0,0,1,0,0,0,0
교육,2,1,4,1,2,3,0
교통,1,1,2,0,0,1,0
구글,1,0,0,0,0,1,0
구글에,1,0,0,0,0,1,0
구례군,0,0,1,0,0,1,0
구조,0,2,1,1,2,3,1
국가,0,0,1,0,0,0,0
국민,1,0,0,0,0,0,0
국민의힘,0,0,2,0,0,1,1
국제장편영화상,1,0,2,0,1,0,0
국회,0,0,2,0,0,1,1
국회에서,0,0,2,0,0,1,1
군수,0,0,0,0,0,1,0
권위,0,8,0,20,8,4,0
규모,0,1,0,0,1,1,5
그녀,15,0,6,0,3,0,0
그는,1,2,2,2,2,1,0
그랑,1,2,1,1,1,3,0
그런,5,1,2,1,1,0,0
그룹장,0,0,4,0,0,3,1
근린공원,2,0,2,0,0,0,0
금산,1,0,1,0,0,0,0
금산천데크길,2,0,2,0,0,0,0
기기,1,1,3,0,2,1,1
기능,0,6,2,9,8,7,2
기반,0,1,2,1,2,2,0
기본사회,1,1,2,0,0,1,0
기본형,1,0,2,0,1,4,1
기업들,0,0,2,0,0,4,1
기예르모,0,1,1,1,1,1,0
기자,5,2,5,5,4,1,1
기존,0,4,1,10,6,2,1
기준,0,1,2,1,2,2,0
기후,0,0,1,0,0,1,0
김경인,0,0,1,0,0,1,0
김기,0,0,1,0,0,1,1
김영일,0,2,0,5,2,1,0
김예린,0,0,1,0,0,1,0
김학동,0,0,0,0,0,1,0
꼽힌다.,0,2,0,5,2,1,0
나비엔,0,10,0,6,3,4,0
나왔다.,0,0,0,0,0,1,0
남동구청,0,1,0,0,0,1,0
남산공원,2,0,2,0,0,0,0
내란,0,0,2,0,0,2,0
내수,1,1,0,0,1,1,5
내수시장,0,0,0,0,0,5,1
내용,0,0,1,0,0,0,0
노년층,1,0,1,0,0,0,0
농축산물,0,0,2,0,0,1,1
높였으며,0,10,0,5,3,4,0
높은,0,0,2,0,0,1,1
놓고,0,0,2,0,0,1,1
눈이,4,0,1,0,0,0,0
뉴아틀라스,1,1,0,1,2,0,0
다녀간,0,0,1,0,0,1,1
다양한,1,5,5,5,8,8,2
대금,4,6,2,0,6,7,33
대법원장,0,0,1,0,0,1,0
대비,0,0,2,0,2,0,1
대상,1,1,0,0,1,1,5
대신증권,0,0,2,0,2,1,1
대통령,1,0,2,0,0,3,0
대학교,0,0,0,0,0,1,0
대한,1,1,3,1,1,4,0
대해,2,1,2,1,1,1,0
대해서,0,1,1,1,1,1,0
댓글,1,0,1,0,0,1,0
더퍼블릭,0,2,0,5,2,1,0
덕후,4,0,1,0,1,0,0
데이터센터,1,0,2,0,1,4,1
도서,1,0,1,0,0,1,0
도시,1,1,2,0,0,1,0
도시에서,2,0,2,0,0,0,0
동안,1,0,2,0,1,0,0
된다.,1,0,1,0,0,0,0
드라이버,0,0,2,0,1,5,0
등을,1,1,1,0,1,1,5
등의,0,0,2,0,0,1,1
디스플레,0,0,4,0,1,9,2
디자인,0,38,3,57,31,23,3
디지털고객창구,0,0,1,0,0,0,0
따라,2,8,1,20,9,6,0
따르면,0,0,1,0,0,4,1
때문이다.,1,0,2,0,1,4,1
라고,3,0,1,0,1,0,0
라인,1,2,7,1,2,15,2
레트로,1,1,0,1,2,0,0
롯데,1,0,4,0,2,0,1
롯데그룹,1,0,6,0,3,4,2
롯데카드,1,0,4,0,2,0,1
롯데호텔에서,0,0,2,0,1,4,1
루피아,0,0,1,0,0,1,3
만나다,2,0,2,0,0,0,0
만들,0,0,2,0,0,5,0
맞아,0,0,1,0,0,1,1
맞이,0,1,1,0,1,1,4
매니저,22,0,8,0,5,0,0
매장,0,0,2,0,1,4,1
매출,1,1,1,0,1,2,0
맥북,0,0,1,0,0,4,1
메모리,0,0,1,0,2,0,1
메트로신문,0,3,0,5,2,1,0
명이,0,0,1,0,0,1,1
명절,1,1,0,0,1,1,5
모델,3,2,3,1,3,9,1
모듈,0,0,1,0,1,0,0
모바일,0,6,3,6,9,9,3
모범공무원,0,0,0,0,0,1,0
모빌리티,0,0,4,0,0,3,1
몰락,0,0,0,0,0,5,1
무엇,0,0,1,0,1,0,0
물품,4,5,1,0,5,5,25
물품대금,0,1,1,0,1,1,4
미국,2,0,2,0,1,1,0
미국에,1,0,0,0,0,1,0
미래에셋증권,0,0,1,0,2,0,1
미야케,1,0,1,0,0,1,0
민생회복,1,0,3,0,0,0,1
민주당,0,0,3,0,0,2,1
박람회,0,0,1,0,0,1,0
박정민,1,1,1,1,1,0,0
박찬욱,1,0,2,0,1,0,0
반도체,2,2,12,0,7,10,3
반독점,1,0,0,0,0,1,0
반등,0,2,1,1,2,3,1
반입,0,0,2,0,0,1,1
받은,0,1,0,0,1,1,5
발표했다.,0,0,1,0,0,4,1
밝혔다.,1,3,4,2,4,5,5
방법,1,0,1,0,0,1,0
배우,2,1,2,1,1,1,0
배터리,0,0,0,0,0,2,1
밸류에이션,0,0,1,0,2,0,1
버튼식,0,2,0,5,2,1,0
범용,0,0,2,0,3,0,1
법원,0,0,1,0,0,1,3
법인,0,0,1,0,0,1,3
베트남,0,0,1,0,1,0,0
변화에,0,0,0,0,0,5,1
보드,1,1,1,0,1,2,0
보안,0,0,2,0,0,0,0
보이스피싱,0,0,2,0,0,0,0
보장,0,0,1,0,0,0,0
보험,0,0,1,0,0,0,0
본상,0,30,0,46,20,13,0
부모님,1,0,1,0,0,0,1
부문,0,4,2,5,4,2,1
부문에서,0,0,0,0,0,1,0
부채,0,0,1,0,0,0,0
부품,0,0,1,0,1,0,0
부품으로,0,1,2,0,2,1,1
분석,0,0,1,0,0,0,0
뷰파인더,1,1,0,1,2,0,0
블랙,1,2,1,1,1,3,0
비에이치,0,1,2,0,2,1,1
비율,0,0,1,0,0,0,0
비행,1,0,0,0,0,0,0
비호산,2,0,2,0,0,0,0
빠르게,0,0,1,0,0,0,0
사람,4,1,6,1,2,3,1
사법부,0,0,3,0,0,2,1
사업,1,4,8,1,6,10,4
사업권,1,0,0,0,0,1,0
사용,1,0,0,0,1,4,1
사용시간,0,0,0,0,0,2,1
사용자,0,11,0,19,8,5,0
사용할,1,0,1,0,0,0,1
사전,1,0,0,0,0,0,0
사진,5,1,2,1,4,0,0
사회공헌,1,0,1,0,0,1,0
사회봉사,0,0,0,0,0,1,0
산업,0,0,2,0,0,5,0
살리기,0,0,1,0,0,1,0
삶의,1,1,2,0,0,1,0
삼성,5,14,9,6,19,19,44
삼성디스플레,0,0,5,0,0,7,2
삼성디스플레이,0,0,1,0,0,4,1
삼성물산,0,1,0,0,1,1,5
삼성전자,3,14,10,6,21,26,44
상담,0,0,1,0,0,0,0
상의,0,0,2,0,1,4,1
상장,0,0,2,0,2,1,1
상품,0,1,0,0,1,1,5
생과실,0,0,2,0,0,1,1
생산,0,1,6,0,3,7,2
생산능력,0,0,2,0,0,5,0
생산라인,0,0,2,0,0,4,1
생산량,1,0,2,0,1,4,1
생활가전,1,0,2,0,1,4,1
샤프,0,0,0,0,0,5,1
서비스,0,0,1,0,0,0,0
서울국제정원박람회,0,0,1,0,0,1,1
선불카드,1,0,1,0,0,0,1
선정,1,0,1,0,0,0,0
선행,0,6,3,6,9,9,3
설계사,0,0,1,0,0,0,0
설비,0,0,0,0,0,5,1
설정,0,0,2,0,0,0,0
설치,0,5,1,4,2,3,0
성능,1,0,2,0,1,6,2
성장,0,1,4,0,4,2,2
성폭행,0,0,0,0,0,1,0
세계,1,0,2,0,1,9,2
세미나,0,0,2,0,1,5,1
셔터,0,0,1,0,1,0,0
소병홍,1,0,1,0,0,0,0
소비쿠폰,2,0,7,0,2,0,2
소송,0,0,1,0,0,1,3
소재,0,0,2,0,1,5,0
소켓,1,1,1,0,1,2,0
손해배상,0,0,0,0,0,1,0
솔루션,0,1,3,0,1,2,1
송고,0,0,2,0,0,1,1
수강료,1,0,3,0,0,0,0
수강생,1,0,3,0,0,0,0
수리온,1,0,0,0,0,0,0
수상,1,10,2,5,4,4,0
수상하며,0,2,0,5,2,1,0
수상했다.,0,0,0,0,0,1,0
수익성,0,2,3,1,4,4,2
숙면매트,0,10,0,6,3,4,0
순환,1,0,1,0,0,1,0
스마트공장,2,5,2,0,5,5,24
